Node Name,Relevant TO,Sheets,Voltage (Derived),Site Name,latitude,longitude,Full Name
ABBA1-,SHET,B-2-1a,132,ABERDEEN BAY WINDFARM,,,ABERDEEN BAY WINDFARM 132kV
ABED1-,SHET,B-2-2a,132,ABERARDER ONSHORE WIND FARM,,,ABERARDER ONSHORE WIND FARM 132kV
ABHA11,NGET,"B-3-1c, B-4-1c",132,ABHAM,50.4716733,-3.7309283,ABHAM 132kV
ABHA12,NGET,"B-3-1c, B-4-1c",132,ABHAM,50.4716733,-3.7309283,ABHAM 132kV
ABHA4A,NGET,"B-2-1c, B-3-1c",400,ABERTHAW,50.4716733,-3.7309283,ABERTHAW 400kV
ABHA4B,NGET,"B-2-1c, B-3-1c",400,ABERTHAW,50.4716733,-3.7309283,ABERTHAW 400kV
ABNE1Q,SHET,"B-2-1a, B-3-1a",132,ABERNETHY,56.34005,-3.296951,ABERNETHY 132kV
ABNE1R,SHET,"B-2-1a, B-3-1a",132,ABERNETHY,56.34005,-3.296951,ABERNETHY 132kV
ABNE3-,SHET,B-3-1a,33,ABERNETHY,56.34005,-3.296951,ABERNETHY 33kV
ABTH11,NGET,"B-3-1c, B-4-1c",132,ABERTHAW,51.3883366,-3.4032144,ABERTHAW 132kV
ABTH12,NGET,B-3-1c,132,ABERTHAW,51.3883366,-3.4032144,ABERTHAW 132kV
ABTH13,NGET,B-3-1c,132,ABERTHAW,51.3883366,-3.4032144,ABERTHAW 132kV
ABTH21,NGET,"B-2-1c, B-3-1c",275,ABERTHAW,51.3883366,-3.4032144,ABERTHAW 275kV
ACHE1-,SHET,"B-2-2a, B-3-2a",132,ACHANY EXTENSION,,,ACHANY EXTENSION 132kV
ACHE3-,SHET,B-3-2a,33,ACHANY EXTENSION,,,ACHANY EXTENSION 33kV
AIGA1Q,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",132,AIGAS HYDRO,57.42868491,-4.57719052,AIGAS HYDRO 132kV
AIGA5-,SHET,"B-3-1a, B-3-2a",11,AIGAS HYDRO,57.42868491,-4.57719052,AIGAS HYDRO 11kV
AIGN1-,SHET,"B-2-2a, B-3-2a",132,AIGAS NORTH,57.42868491,-4.57719052,AIGAS NORTH 132kV
AIGN1A,SHET,B-2-2a,132,AIGAS NORTH,57.42868491,-4.57719052,AIGAS NORTH 132kV
AIGN5-,SHET,B-3-2a,11,AIGAS NORTH,57.42868491,-4.57719052,AIGAS NORTH 11kV
AIKE3A,SPT,B-3-1b,33,AIKENGALL,55.90854,-2.486718,AIKENGALL 33kV
AIKE3B,SPT,B-3-1b,33,AIKENGALL,55.90854,-2.486718,AIKENGALL 33kV
ALDW21,NGET,"B-2-1c, B-3-1c",275,ALDWARKE,53.4455045,-1.320594,ALDWARKE 275kV
ALDW31,NGET,B-3-1c,33,ALDWARKE,53.4455045,-1.320594,ALDWARKE 33kV
ALDW32,NGET,B-3-1c,33,ALDWARKE,53.4455045,-1.320594,ALDWARKE 33kV
ALNE1Q,SHET,"B-2-1a, B-3-1a",132,ALNESS GSP,57.708211,-4.275356,ALNESS GSP 132kV
ALNE1R,SHET,"B-2-1a, B-3-1a",132,ALNESS GSP,57.708211,-4.275356,ALNESS GSP 132kV
ALNE3J,SHET,B-3-1a,33,ALNESS GSP,57.708211,-4.275356,ALNESS GSP 33kV
ALST31,NGET,B-3-1c,33,ALPHA STEEL,51.547018,-2.978565,ALPHA STEEL 33kV
ALST32,NGET,B-3-1c,33,ALPHA STEEL,51.547018,-2.978565,ALPHA STEEL 33kV
ALVE11,NGET,"B-3-1c, B-3-2c, B-4-1c",132,ALVERDISCOTT,51.0059049,-4.1364787,ALVERDISCOTT 132kV
ALVE41,NGET,B-3-2c,400,ALVERDISCOTT,51.0059049,-4.1364787,ALVERDISCOTT 400kV
ALVE4A,NGET,"B-2-1c, B-2-2c, B-3-1c, B-3-2c",400,ALVERDISCOTT,51.0059049,-4.1364787,ALVERDISCOTT 400kV
ALVE4B,NGET,"B-2-1c, B-2-2c, B-3-1c, B-3-2c",400,ALVERDISCOTT,51.0059049,-4.1364787,ALVERDISCOTT 400kV
ALYT2A,SHET,"B-2-1a, B-2-2a, B-3-2a, B-4-1a, B-4-2a",275,ALYTH,56.609016,-3.165107,ALYTH 275kV
ALYT2B,SHET,"B-2-1a, B-2-2a, B-3-2a",275,ALYTH,56.609016,-3.165107,ALYTH 275kV
ALYT4J,SHET,"B-2-2a, B-3-2a, B-4-2a",400,ALYTH,56.609016,-3.165107,ALYTH 400kV
ALYT4K,SHET,"B-2-2a, B-3-2a",400,ALYTH,56.609016,-3.165107,ALYTH 400kV
AMEM11,NGET,B-3-1c,132,AMERSHAM MAIN,51.6651594,-0.65634,AMERSHAM MAIN 132kV
AMEM4A,NGET,"B-2-1c, B-3-1c",400,AMERSHAM MAIN,51.6651594,-0.65634,AMERSHAM MAIN 400kV
AMEM4B,NGET,"B-2-1c, B-3-1c",400,AMERSHAM MAIN,51.6651594,-0.65634,AMERSHAM MAIN 400kV
AMUL1E,SHET,B-2-1a,132,AMULREE,,,AMULREE 132kV
AMUL1F,SHET,B-2-1a,132,AMULREE,,,AMULREE 132kV
AMUL1G,SHET,B-2-1a,132,AMULREE,,,AMULREE 132kV
AMUL1H,SHET,B-2-1a,132,AMULREE,,,AMULREE 132kV
ANSN2-,SHET,"B-2-2a, B-3-2a",275,AN SUIDHE NORTH,56.197996,-5.14562,AN SUIDHE NORTH 275kV
ANSN3-,SHET,B-3-2a,33,AN SUIDHE NORTH,56.197996,-5.14562,AN SUIDHE NORTH 33kV
ANSU1-,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",132,AN SUIDHE,56.197996,-5.14562,AN SUIDHE 132kV
ANSU3-,SHET,"B-3-1a, B-3-2a",33,AN SUIDHE,56.197996,-5.14562,AN SUIDHE 33kV
ARBR1Q,SHET,"B-2-1a, B-3-1a, B-3-2a",132,ARBROATH,56.564183,-2.620188,ARBROATH 132kV
ARBR1R,SHET,"B-2-1a, B-3-1a, B-3-2a",132,ARBROATH,56.564183,-2.620188,ARBROATH 132kV
ARBR3-,SHET,"B-3-1a, B-3-2a",33,ARBROATH,56.564183,-2.620188,ARBROATH 33kV
ARCR2-,SPT,"B-2-2b, B-3-2b, B-4-2b",275,ARECLEOCH REPOWERING,56.514357,-3.042757,ARECLEOCH REPOWERING 275kV
ARCR3A,SPT,B-3-2b,33,ARECLEOCH REPOWERING,56.514357,-3.042757,ARECLEOCH REPOWERING 33kV
ARCR3B,SPT,B-3-2b,33,ARECLEOCH REPOWERING,56.514357,-3.042757,ARECLEOCH REPOWERING 33kV
ARDK1-,SHET,"B-2-1a, B-3-1a",132,ARDKINGLAS WIND,56.277184,-4.921811,ARDKINGLAS WIND 132kV
ARDK3K,SHET,B-3-1a,33,ARDKINGLAS WIND,56.277184,-4.921811,ARDKINGLAS WIND 33kV
AREC1-,SPT,"B-2-1b, B-3-1b",132,ARECLEOCH,55.084333,-4.850995,ARECLEOCH 132kV
AREC3-,SPT,"B-2-1b, B-3-1b",33,ARECLEOCH,55.084333,-4.850995,ARECLEOCH 33kV
AREC3A,SPT,B-3-1b,33,ARECLEOCH,55.084333,-4.850995,ARECLEOCH 33kV
AREC3B,SPT,B-3-1b,33,ARECLEOCH,55.084333,-4.850995,ARECLEOCH 33kV
AREX1-,SPT,"B-2-2b, B-3-2b",132,ARECLEOCH EXTENSION,56.514357,-3.042757,ARECLEOCH EXTENSION 132kV
AREX1A,SPT,B-2-2b,132,ARECLEOCH EXTENSION,56.514357,-3.042757,ARECLEOCH EXTENSION 132kV
AREX3-,SPT,B-3-2b,33,ARECLEOCH EXTENSION,56.514357,-3.042757,ARECLEOCH EXTENSION 33kV
ARFO1-,SPT,B-2-2b,132,ARTFIELD FOREST WF,,,ARTFIELD FOREST WF 132kV
ARMA1-,SHET,B-2-2a,132,ARMADALE,55.89412626,-3.69655529,ARMADALE 132kV
ARMO1J,SHET,"B-2-1a, B-2-2a, B-3-1a",132,ARDMORE,57.554442,-6.644721,ARDMORE 132kV
ARMO3-,SHET,B-3-1a,33,ARDMORE,57.554442,-6.644721,ARDMORE 33kV
ARRS1-,SPT,B-2-2b,132,ARRESGILL,,,ARRESGILL 132kV
ASBS1-,SHET,B-3-2a,132,ALYTH SOLAR AND BATTERY STORAGE,56.609016,-3.165107,ALYTH SOLAR AND BATTERY STORAGE 132kV
ASBS4B,SHET,"B-2-2a, B-3-2a",400,ALYTH SOLAR AND BATTERY STORAGE,56.609016,-3.165107,ALYTH SOLAR AND BATTERY STORAGE 400kV
AUBU1-,SPT,B-2-2b,132,AUCHENMADY BURN,,,AUCHENMADY BURN 132kV
AUCH2-,SPT,B-2-1b,275,AUCHENCROSH,55.070687,-4.980101,AUCHENCROSH 275kV
AUCW1-,SPT,B-2-1b,132,AUCHENWYND,55.34216,-4.684377,AUCHENWYND 132kV
AXMI11,NGET,B-3-1c,132,AXMINSTER,50.7864998,-2.9246377,AXMINSTER 132kV
AXMI41,NGET,"B-2-1c, B-3-1c",400,AXMINSTER,50.7864998,-2.9246377,AXMINSTER 400kV
AYR-2Q,SPT,"B-2-1b, B-2-2b, B-3-1b",275,AYR,55.457495,-4.588131,AYR 275kV
AYR-2R,SPT,"B-2-1b, B-2-2b, B-3-1b",275,AYR,55.457495,-4.588131,AYR 275kV
AYR-3-,SPT,B-3-1b,33,AYR,55.457495,-4.588131,AYR 33kV
AYRS4-,SPT,B-2-2b,400,AYRSHIRE GRID COLLECTOR,55.457495,-4.588131,AYRSHIRE GRID COLLECTOR 400kV
BAGA1Q,SPT,"B-2-1b, B-2-2b, B-3-1b",132,BATHGATE,55.900172,-3.673399,BATHGATE 132kV
BAGA1R,SPT,"B-2-1b, B-2-2b, B-3-1b",132,BATHGATE,55.900172,-3.673399,BATHGATE 132kV
BAGA3-,SPT,B-3-1b,33,BATHGATE,55.900172,-3.673399,BATHGATE 33kV
BAGB21,NGET,B-2-1c,275,BAGLAN BAY,51.6169976,-3.8324675,BAGLAN BAY 275kV
BAGP2-,SHET,B-2-2a,275,BAILLIE GREENER GRID PARK,57.08537932,-2.34646426,BAILLIE GREENER GRID PARK 275kV
BAGP2J,SHET,B-2-2a,275,BAILLIE GREENER GRID PARK,57.08537932,-2.34646426,BAILLIE GREENER GRID PARK 275kV
BAGP2K,SHET,B-2-2a,275,BAILLIE GREENER GRID PARK,57.08537932,-2.34646426,BAILLIE GREENER GRID PARK 275kV
BAIN1Q,SPT,"B-2-1b, B-3-1b",132,BAINSFORD,56.014275,-3.768765,BAINSFORD 132kV
BAIN1R,SPT,"B-2-1b, B-3-1b",132,BAINSFORD,56.014275,-3.768765,BAINSFORD 132kV
BAIN3-,SPT,B-3-1b,33,BAINSFORD,56.014275,-3.768765,BAINSFORD 33kV
BALA1A,SHET,B-2-2a,132,BALALLAN,52.920078,-3.586147,BALALLAN 132kV
BALA1B,SHET,B-2-2a,132,BALALLAN,52.920078,-3.586147,BALALLAN 132kV
BANN4J,SHET,"B-2-2a, B-3-2a",400,BANNISKIRK,,,BANNISKIRK 400kV
BANN4K,SHET,"B-2-2a, B-3-2a",400,BANNISKIRK,,,BANNISKIRK 400kV
BANN4R,SHET,B-2-2a,400,BANNISKIRK,,,BANNISKIRK 400kV
BARK11,NGET,B-3-1c,132,BARKING,51.5226033,0.115365,BARKING 132kV
BARK21,NGET,"B-2-1c, B-3-1c",275,BARKING,51.5226033,0.115365,BARKING 275kV
BARK22,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BARKING,51.5226033,0.115365,BARKING 275kV
BARK41,NGET,"B-2-1c, B-2-2c, B-3-1c",400,BARKING,51.5226033,0.115365,BARKING 400kV
BARW31,NGET,B-3-1c,33,BARKING WEST,51.520169,0.115479,BARKING WEST 33kV
BARW32,NGET,B-3-1c,33,BARKING WEST,51.520169,0.115479,BARKING WEST 33kV
BEAT4-,SHET,B-2-1a,400,BEATRICE ONSHORE,,,BEATRICE ONSHORE 400kV
BEAT4-,SHET,B-2-1a,400,BEATRICE ONSHORE,,,BEATRICE ONSHORE 400kV
BEAU1J,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a, B-4-1a",132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1K,SHET,"B-2-1a, B-2-2a, B-3-1a, B-4-1a",132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1L,SHET,B-2-1a,132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1M,SHET,B-2-1a,132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1N,SHET,"B-2-1a, B-2-2a",132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1P,SHET,"B-2-1a, B-3-1a",132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1Q,SHET,"B-2-1a, B-3-1a",132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1R,SHET,B-2-1a,132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1S,SHET,B-2-1a,132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU1T,SHET,"B-2-1a, B-2-2a",132,BEAULY,57.469928,-4.490033,BEAULY 132kV
BEAU2J,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a, B-4-1a",275,BEAULY,57.469928,-4.490033,BEAULY 275kV
BEAU2K,SHET,"B-2-1a, B-2-2a, B-3-1a",275,BEAULY,57.469928,-4.490033,BEAULY 275kV
BEAU3-,SHET,B-3-1a,33,BEAULY,57.469928,-4.490033,BEAULY 33kV
BEAU3U,SHET,B-4-1a,33,BEAULY,57.469928,-4.490033,BEAULY 33kV
BEAU3V,SHET,B-4-1a,33,BEAULY,57.469928,-4.490033,BEAULY 33kV
BEAU4-,SHET,"B-2-1a, B-2-2a, B-3-1a",400,BEAULY,57.469928,-4.490033,BEAULY 400kV
BEDD11,NGET,B-3-1c,132,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 132kV
BEDD12,NGET,B-3-1c,132,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 132kV
BEDD21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 275kV
BEDD22,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 275kV
BEDD23,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 275kV
BEDD4A,NGET,"B-2-1c, B-3-1c",400,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 400kV
BEDD4B,NGET,"B-2-1c, B-3-1c",400,BEDDINGTON,51.3725629,-0.1264688,BEDDINGTON 400kV
BEDT1A,NGET,B-3-1c,132,BEDDINGTON TEE,51.37295,-0.12795,BEDDINGTON TEE 132kV
BEDT1B,NGET,B-3-1c,132,BEDDINGTON TEE,51.37295,-0.12795,BEDDINGTON TEE 132kV
BEIN11,SHET,"B-2-1a, B-3-1a",132,BEINNEUN WIND FARM,57.153938,-4.870129,BEINNEUN WIND FARM 132kV
BEIN31,SHET,B-3-1a,33,BEINNEUN WIND FARM,57.153938,-4.870129,BEINNEUN WIND FARM 33kV
BENB1-,SPT,"B-2-2b, B-3-2b",132,BENBRACK WIND FARM,,,BENBRACK WIND FARM 132kV
BENB1T,SPT,B-2-2b,132,BENBRACK WIND FARM,,,BENBRACK WIND FARM 132kV
BENB3-,SPT,B-3-2b,33,BENBRACK WIND FARM,,,BENBRACK WIND FARM 33kV
BENR11,NGET,B-3-2c,132,BENGEWORTH ROAD,51.465772,-0.098387,BENGEWORTH ROAD 132kV
BENR41,NGET,"B-2-2c, B-3-2c",400,BENGEWORTH ROAD,51.465772,-0.098387,BENGEWORTH ROAD 400kV
BERB2Q,SHET,"B-2-1a, B-2-2a, B-3-1a",275,BERRY BURN,57.504065,-3.600101,BERRY BURN 275kV
BERB3-,SHET,B-3-1a,33,BERRY BURN,57.504065,-3.600101,BERRY BURN 33kV
BERW1Q,SPT,"B-2-1b, B-3-1b",132,BERWICK,55.777719,-2.077726,BERWICK 132kV
BERW1R,SPT,"B-2-1b, B-3-1b",132,BERWICK,55.777719,-2.077726,BERWICK 132kV
BERW3-,SPT,B-3-1b,33,BERWICK,55.777719,-2.077726,BERWICK 33kV
BESW11,NGET,"B-3-1c, B-4-1c",132,BERKSWELL,52.3858536,-1.615489,BERKSWELL 132kV
BESW12,NGET,"B-3-1c, B-4-1c",132,BERKSWELL,52.3858536,-1.615489,BERKSWELL 132kV
BESW21,NGET,"B-2-1c, B-3-1c",275,BERKSWELL,52.3858536,-1.615489,BERKSWELL 275kV
BEWF1-,SHET,"B-2-2a, B-3-2a",132,BEAW FIELD,,,BEAW FIELD 132kV
BEWF3-,SHET,B-3-2a,33,BEAW FIELD,,,BEAW FIELD 33kV
BHLA11,SHET,"B-2-1a, B-3-1a",132,BHLARAIDH WIND FARM,57.24461,-4.703979,BHLARAIDH WIND FARM 132kV
BHLA31,SHET,B-3-1a,33,BHLARAIDH WIND FARM,57.24461,-4.703979,BHLARAIDH WIND FARM 33kV
BICF11,NGET,B-3-1c,132,BICKER FEN,52.9308108,-0.2211776,BICKER FEN 132kV
BICF41,NGET,"B-2-1c, B-3-1c",400,BICKER FEN,52.9308108,-0.2211776,BICKER FEN 400kV
BIGG11,NGET,B-3-1c,132,BIGGLESWADE,52.08144281,-0.26356608,BIGGLESWADE 132kV
BIGG41,NGET,"B-2-1c, B-3-1c",400,BIGGLESWADE,52.08144281,-0.26356608,BIGGLESWADE 400kV
BIHI1Q,SHET,B-2-1a,132,BIRKHILL,,,BIRKHILL 132kV
BIHI1R,SHET,B-2-1a,132,BIRKHILL,,,BIRKHILL 132kV
BING4-,SHET,"B-2-2a, B-3-2a",400,BINGALLY,,,BINGALLY 400kV
BIRK11,NGET,B-3-1c,132,BIRKENHEAD,53.3657481,-3.0627474,BIRKENHEAD 132kV
BIRK21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BIRKENHEAD,53.3657481,-3.0627474,BIRKENHEAD 275kV
BISW11,NGET,"B-3-1c, B-4-1c",132,BISHOPS WOOD,52.3121115,-2.2416907,BISHOPS WOOD 132kV
BISW21,NGET,"B-2-1c, B-3-1c",275,BISHOPS WOOD,52.3121115,-2.2416907,BISHOPS WOOD 275kV
BLAH1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,BLACKHILL,57.52177,-2.951524,BLACKHILL 132kV
BLAH3A,SPT,B-3-1b,33,BLACKHILL,57.52177,-2.951524,BLACKHILL 33kV
BLAH3B,SPT,"B-2-2b, B-3-1b",33,BLACKHILL,57.52177,-2.951524,BLACKHILL 33kV
BLBS3-,SHET,B-3-2a,33,BLACKHILLOCK BATTERY STORAGE,57.525091,-2.948363,BLACKHILLOCK BATTERY STORAGE 33kV
BLBS4-,SHET,B-3-2a,400,BLACKHILLOCK BATTERY STORAGE,57.525091,-2.948363,BLACKHILLOCK BATTERY STORAGE 400kV
BLCW1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,BLACKCRAIG,55.129098,-4.057185,BLACKCRAIG 132kV
BLCW3-,SPT,"B-2-1b, B-2-2b, B-3-1b",33,BLACKCRAIG,55.129098,-4.057185,BLACKCRAIG 33kV
BLEX1-,SHET,"B-2-2a, B-3-2a",132,BHLARAIDH EXTENSION,57.24461,-4.703979,BHLARAIDH EXTENSION 132kV
BLEX1A,SHET,B-2-2a,132,BHLARAIDH EXTENSION,57.24461,-4.703979,BHLARAIDH EXTENSION 132kV
BLEX1B,SHET,B-2-2a,132,BHLARAIDH EXTENSION,57.24461,-4.703979,BHLARAIDH EXTENSION 132kV
BLEX3-,SHET,B-3-2a,33,BHLARAIDH EXTENSION,57.24461,-4.703979,BHLARAIDH EXTENSION 33kV
BLGH1-,SHET,B-2-2a,132,BLARGHOUR,,,BLARGHOUR 132kV
BLHI1J,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",132,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 132kV
BLHI1K,SHET,"B-2-1a, B-3-1a",132,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 132kV
BLHI2A,SHET,"B-2-2a, B-3-2a",275,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 275kV
BLHI2B,SHET,"B-2-2a, B-3-2a",275,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 275kV
BLHI2J,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",275,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 275kV
BLHI2K,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",275,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 275kV
BLHI4-,SHET,"B-2-1a, B-2-2a, B-3-1a",400,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 400kV
BLHI4R,SHET,B-2-1a,400,BLACKHILLOCK,57.525091,-2.948363,BLACKHILLOCK 400kV
BLKL1-,SPT,"B-2-1b, B-3-1b",132,BLACKLAW,,,BLACKLAW 132kV
BLKL3A,SPT,B-3-1b,33,BLACKLAW,,,BLACKLAW 33kV
BLKL3B,SPT,B-3-1b,33,BLACKLAW,,,BLACKLAW 33kV
BLKS3-,SPT,"B-2-1b, B-2-2b",33,BLACKCRAIG SOUTH,55.129098,-4.057185,BLACKCRAIG SOUTH 33kV
BLLX1-,SPT,"B-2-1b, B-3-1b",132,BLACKLAW EXTENSION,55.792632,-3.73789,BLACKLAW EXTENSION 132kV
BLLX3-,SPT,B-3-1b,33,BLACKLAW EXTENSION,55.792632,-3.73789,BLACKLAW EXTENSION 33kV
BLYT1A,NGET,B-3-1c,132,BLYTH,55.1411626,-1.5306015,BLYTH 132kV
BLYT1B,NGET,B-3-1c,132,BLYTH,55.1411626,-1.5306015,BLYTH 132kV
BLYT21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BLYTH,55.1411626,-1.5306015,BLYTH 275kV
BLYT22,NGET,B-2-1c,275,BLYTH,55.1411626,-1.5306015,BLYTH 275kV
BLYT23,NGET,B-2-1c,275,BLYTH,55.1411626,-1.5306015,BLYTH 275kV
BLYT41,NGET,B-3-1c,400,BLYTH,55.1411626,-1.5306015,BLYTH 400kV
BLYT61,NGET,B-3-1c,66,BLYTH,55.1411626,-1.5306015,BLYTH 66kV
BOAG1L,SHET,B-2-1a,132,BOAT OF GARTEN,57.254132,-3.731713,BOAT OF GARTEN 132kV
BOAG1M,SHET,B-2-1a,132,BOAT OF GARTEN,57.254132,-3.731713,BOAT OF GARTEN 132kV
BOAG1P,SHET,B-2-1a,132,BOAT OF GARTEN,57.254132,-3.731713,BOAT OF GARTEN 132kV
BOAG1Q,SHET,"B-2-1a, B-3-1a",132,BOAT OF GARTEN,57.254132,-3.731713,BOAT OF GARTEN 132kV
BOAG1R,SHET,"B-2-1a, B-3-1a",132,BOAT OF GARTEN,57.254132,-3.731713,BOAT OF GARTEN 132kV
BOAG3-,SHET,B-3-1a,33,BOAT OF GARTEN,57.254132,-3.731713,BOAT OF GARTEN 33kV
BODE41,NGET,"B-2-1c, B-2-2c, B-3-1c",400,BODELWYDDAN,53.25014,-3.4761171,BODELWYDDAN 400kV
BOLN11,NGET,"B-3-1c, B-4-1c",132,BOLNEY,50.9752306,-0.2350781,BOLNEY 132kV
BOLN12,NGET,"B-3-1c, B-4-1c",132,BOLNEY,50.9752306,-0.2350781,BOLNEY 132kV
BOLN41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-4-1c",400,BOLNEY,50.9752306,-0.2350781,BOLNEY 400kV
BONB2J,"SHET, SPT","B-2-1a, B-2-1b, B-2-2a, B-2-2b",275,BONNYBRIDGE BORDER NODE,56.007832,-3.860677,BONNYBRIDGE BORDER NODE 275kV
BONB2J,"SHET, SPT","B-2-1a, B-2-1b, B-2-2a, B-2-2b",275,BONNYBRIDGE BORDER NODE,56.007832,-3.860677,BONNYBRIDGE BORDER NODE 275kV
BONB4-,"SHET, SPT","B-2-1a, B-2-1b, B-2-2b",400,BONNYBRIDGE BORDER NODE,56.007832,-3.860677,BONNYBRIDGE BORDER NODE 400kV
BONB4-,"SHET, SPT","B-2-1a, B-2-1b, B-2-2b",400,BONNYBRIDGE BORDER NODE,56.007832,-3.860677,BONNYBRIDGE BORDER NODE 400kV
BONB4A,"SHET, SPT","B-2-2a, B-2-2b",400,BONNYBRIDGE BORDER NODE,56.007832,-3.860677,BONNYBRIDGE BORDER NODE 400kV
BONB4A,"SHET, SPT","B-2-2a, B-2-2b",400,BONNYBRIDGE BORDER NODE,56.007832,-3.860677,BONNYBRIDGE BORDER NODE 400kV
BONN1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,BONNYBRIDGE,56.007832,-3.860677,BONNYBRIDGE 132kV
BONN2A,SPT,"B-2-1b, B-3-1b",275,BONNYBRIDGE,56.007832,-3.860677,BONNYBRIDGE 275kV
BONN2B,SPT,"B-2-1b, B-3-1b",275,BONNYBRIDGE,56.007832,-3.860677,BONNYBRIDGE 275kV
BONN3-,SPT,B-3-1b,33,BONNYBRIDGE,56.007832,-3.860677,BONNYBRIDGE 33kV
BONN3U,SPT,B-4-1b,33,BONNYBRIDGE,56.007832,-3.860677,BONNYBRIDGE 33kV
BONN3V,SPT,B-4-1b,33,BONNYBRIDGE,56.007832,-3.860677,BONNYBRIDGE 33kV
BOTW11,NGET,B-3-1c,132,BOTLEY WOOD,50.8845066,-1.2320607,BOTLEY WOOD 132kV
BOTW41,NGET,"B-2-1c, B-3-1c",400,BOTLEY WOOD,50.8845066,-1.2320607,BOTLEY WOOD 400kV
BPGR3J,SPT,B-3-1b,33,BP GRANGEMOUTH,51.560406,-3.75458,BP GRANGEMOUTH 33kV
BPGR3K,SPT,B-3-1b,33,BP GRANGEMOUTH,51.560406,-3.75458,BP GRANGEMOUTH 33kV
BRAI11,NGET,B-3-1c,132,BRAINTREE,51.8649112,0.576343,BRAINTREE 132kV
BRAI4A,NGET,"B-2-1c, B-2-2c, B-3-1c",400,BRAINTREE,51.8649112,0.576343,BRAINTREE 400kV
BRAI4B,NGET,"B-2-1c, B-2-2c, B-3-1c",400,BRAINTREE,51.8649112,0.576343,BRAINTREE 400kV
BRAP1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,BRAEHEAD PARK,55.881269,-4.381463,BRAEHEAD PARK 132kV
BRAP3-,SPT,B-3-1b,33,BRAEHEAD PARK,55.881269,-4.381463,BRAEHEAD PARK 33kV
BRAW11,NGET,"B-3-1c, B-4-1c",132,BRADFORD WEST,53.8105001,-1.8653484,BRADFORD WEST 132kV
BRAW12,NGET,B-3-1c,132,BRADFORD WEST,53.8105001,-1.8653484,BRADFORD WEST 132kV
BRAW21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,BRADFORD WEST,53.8105001,-1.8653484,BRADFORD WEST 275kV
BRAW4A,NGET,"B-2-1c, B-3-1c",400,BRADFORD WEST,53.8105001,-1.8653484,BRADFORD WEST 400kV
BRCW1A,SHET,B-3-2a,132,BRACO WEST,56.261285,-3.947062,BRACO WEST 132kV
BRCW1B,SHET,B-3-2a,132,BRACO WEST,56.261285,-3.947062,BRACO WEST 132kV
BRCW2J,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",275,BRACO WEST,56.261285,-3.947062,BRACO WEST 275kV
BRCW2K,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",275,BRACO WEST,56.261285,-3.947062,BRACO WEST 275kV
BRCW3-,SHET,"B-3-1a, B-3-2a",33,BRACO WEST,56.261285,-3.947062,BRACO WEST 33kV
